firstName,lastName,attempts,completions,interceptions,touchdowns,yards,whenPlayed,ourTeam,ourScore,theirTeam,theirScore
William,McKinley,26,13,0,1,139,2018-06-06,Modesto Misanthropes,9,Huntington Beach Harriers,6
William,McKinley,32,16,0,1,166,2018-06-13,Modesto Misanthropes,10,Mobile Misfits,41
William,McKinley,20,11,0,1,111,2018-06-20,Modesto Misanthropes,15,Boise Bearcats,23
Dick,Nixon,5,3,0,1,45,2018-06-20,Modesto Misanthropes,15,Boise Bearcats,23
Cal,Coolidge,33,22,0,3,338,2018-03-14,Fremont Firebugs,29,Montgomery Music,7
Cal,Coolidge,28,17,0,3,192,2018-03-21,Fremont Firebugs,31,Spokane Stallions,23
Cal,Coolidge,26,16,0,2,198,2018-03-28,Fremont Firebugs,21,Richmond Roustabouts,23
Cal,Coolidge,32,23,0,4,306,2018-04-04,Fremont Firebugs,35,Yonkers Yellowjackets,30
Cal,Coolidge,31,21,0,2,259,2018-04-11,Fremont Firebugs,17,Shreveport Seamen,0
Cal,Coolidge,26,17,0,3,251,2018-04-18,Fremont Firebugs,31,San Bernardino Stalkers,31
Cal,Coolidge,39,26,0,3,322,2018-04-25,Fremont Firebugs,32,Tacoma Touchdown-Scorers,21
Cal,Coolidge,29,19,0,3,269,2018-05-02,Fremont Firebugs,31,Glendale Centers,41
Frank,Pierce,9,3,1,0,26,2018-05-02,Fremont Firebugs,31,Glendale Centers,41
Cal,Coolidge,25,17,0,2,234,2018-05-09,Fremont Firebugs,16,Des Moines Desperadoes,23
Cal,Coolidge,28,18,0,3,271,2018-05-16,Fremont Firebugs,28,Augusta Autocrats,30
Cal,Coolidge,27,18,0,3,251,2018-05-23,Fremont Firebugs,31,Grand Rapids Gamers,41
Cal,Coolidge,28,16,0,3,219,2018-05-30,Fremont Firebugs,32,Huntington Beach Harriers,27
Frank,Pierce,5,2,1,0,14,2018-05-30,Fremont Firebugs,32,Huntington Beach Harriers,27
Cal,Coolidge,34,21,0,2,235,2018-06-06,Fremont Firebugs,17,Mobile Misfits,27
Cal,Coolidge,30,18,0,4,269,2018-06-13,Fremont Firebugs,31,Boise Bearcats,20
Cal,Coolidge,22,14,0,2,197,2018-06-20,Fremont Firebugs,28,Modesto Misanthropes,7
Frank,Pierce,8,4,1,1,34,2018-06-20,Fremont Firebugs,28,Modesto Misanthropes,7
Big Bill,Taft,38,16,1,0,101,2018-03-14,Montgomery Music,0,Spokane Stallions,41
Big Bill,Taft,30,12,1,0,81,2018-03-21,Montgomery Music,5,Richmond Roustabouts,44
Big Bill,Taft,37,10,1,1,51,2018-03-28,Montgomery Music,18,Yonkers Yellowjackets,13
Big Bill,Taft,27,9,1,1,44,2018-04-04,Montgomery Music,17,Shreveport Seamen,20
Andrew,Johnson,1,0,0,0,0,2018-04-04,Montgomery Music,17,Shreveport Seamen,20
Big Bill,Taft,34,13,1,1,71,2018-04-11,Montgomery Music,16,San Bernardino Stalkers,3
Big Bill,Taft,18,7,1,0,37,2018-04-18,Montgomery Music,23,Tacoma Touchdown-Scorers,41
Andrew,Johnson,9,7,0,2,122,2018-04-18,Montgomery Music,23,Tacoma Touchdown-Scorers,41
Big Bill,Taft,19,8,1,1,47,2018-04-25,Montgomery Music,16,Glendale Centers,9
Andrew,Johnson,5,3,0,1,57,2018-04-25,Montgomery Music,16,Glendale Centers,9
Big Bill,Taft,32,9,1,0,44,2018-05-02,Montgomery Music,11,Des Moines Desperadoes,44
Big Bill,Taft,37,11,1,1,72,2018-05-09,Montgomery Music,13,Augusta Autocrats,35
Big Bill,Taft,35,12,1,1,72,2018-05-16,Montgomery Music,15,Grand Rapids Gamers,9
Big Bill,Taft,29,8,1,1,38,2018-05-23,Montgomery Music,17,Huntington Beach Harriers,21
Andrew,Johnson,2,1,0,0,15,2018-05-23,Montgomery Music,17,Huntington Beach Harriers,21
Big Bill,Taft,32,8,1,1,42,2018-05-30,Montgomery Music,7,Mobile Misfits,21
Big Bill,Taft,29,9,1,0,55,2018-06-06,Montgomery Music,11,Boise Bearcats,37
Big Bill,Taft,19,5,1,1,33,2018-06-13,Montgomery Music,23,Modesto Misanthropes,16
Andrew,Johnson,10,8,0,1,110,2018-06-13,Montgomery Music,23,Modesto Misanthropes,16
Big Bill,Taft,22,9,1,1,54,2018-06-20,Montgomery Music,33,Fremont Firebugs,10
Andrew,Johnson,13,10,0,2,182,2018-06-20,Montgomery Music,33,Fremont Firebugs,10
Jack,Kennedy,26,13,0,2,151,2018-03-14,Spokane Stallions,21,Richmond Roustabouts,20
Jack,Kennedy,21,13,0,2,136,2018-03-21,Spokane Stallions,23,Yonkers Yellowjackets,37
George,Bush,10,5,0,0,52,2018-03-21,Spokane Stallions,23,Yonkers Yellowjackets,37
Jack,Kennedy,25,16,0,2,154,2018-03-28,Spokane Stallions,17,Shreveport Seamen,37
Jack,Kennedy,20,9,0,2,108,2018-04-04,Spokane Stallions,30,San Bernardino Stalkers,30
George,Bush,7,3,0,1,29,2018-04-04,Spokane Stallions,30,San Bernardino Stalkers,30
Jack,Kennedy,29,17,0,1,193,2018-04-11,Spokane Stallions,12,Tacoma Touchdown-Scorers,7
Jack,Kennedy,38,22,0,2,262,2018-04-18,Spokane Stallions,22,Glendale Centers,3
Jack,Kennedy,36,20,0,2,199,2018-04-25,Spokane Stallions,17,Des Moines Desperadoes,31
Jack,Kennedy,26,12,0,2,120,2018-05-02,Spokane Stallions,21,Augusta Autocrats,7
Jack,Kennedy,33,21,0,1,197,2018-05-09,Spokane Stallions,14,Grand Rapids Gamers,38
Jack,Kennedy,32,21,0,2,263,2018-05-16,Spokane Stallions,26,Huntington Beach Harriers,6
Jack,Kennedy,32,18,0,3,238,2018-05-23,Spokane Stallions,25,Mobile Misfits,3
Jack,Kennedy,28,18,0,1,197,2018-05-30,Spokane Stallions,9,Boise Bearcats,3
Jack,Kennedy,32,18,0,2,217,2018-06-06,Spokane Stallions,21,Modesto Misanthropes,37
George,Bush,3,1,0,0,12,2018-06-06,Spokane Stallions,21,Modesto Misanthropes,37
Jack,Kennedy,21,12,0,2,137,2018-06-13,Spokane Stallions,16,Fremont Firebugs,6
George,Bush,5,2,0,0,21,2018-06-13,Spokane Stallions,16,Fremont Firebugs,6
Jack,Kennedy,33,17,0,2,215,2018-06-20,Spokane Stallions,23,Montgomery Music,9
Dubya,Bush,20,8,0,1,77,2018-03-14,Richmond Roustabouts,18,Yonkers Yellowjackets,0
Tom,Wilson,10,4,1,0,24,2018-03-14,Richmond Roustabouts,18,Yonkers Yellowjackets,0
Dubya,Bush,36,19,0,1,191,2018-03-21,Richmond Roustabouts,10,Shreveport Seamen,6
Dubya,Bush,28,14,0,1,153,2018-03-28,Richmond Roustabouts,17,San Bernardino Stalkers,23
Dubya,Bush,24,11,0,1,107,2018-04-04,Richmond Roustabouts,14,Tacoma Touchdown-Scorers,31
Tom,Wilson,1,0,1,0,0,2018-04-04,Richmond Roustabouts,14,Tacoma Touchdown-Scorers,31
Dubya,Bush,30,11,0,1,98,2018-04-11,Richmond Roustabouts,19,Glendale Centers,6
Dubya,Bush,20,11,0,1,100,2018-04-18,Richmond Roustabouts,22,Des Moines Desperadoes,3
Tom,Wilson,8,2,1,1,12,2018-04-18,Richmond Roustabouts,22,Des Moines Desperadoes,3
Dubya,Bush,37,20,0,2,176,2018-04-25,Richmond Roustabouts,18,Augusta Autocrats,0
Dubya,Bush,36,20,0,1,180,2018-05-02,Richmond Roustabouts,13,Grand Rapids Gamers,23
Dubya,Bush,28,12,0,1,101,2018-05-09,Richmond Roustabouts,14,Huntington Beach Harriers,27
Tom,Wilson,6,2,1,0,12,2018-05-09,Richmond Roustabouts,14,Huntington Beach Harriers,27
Dubya,Bush,17,6,0,1,56,2018-05-16,Richmond Roustabouts,19,Mobile Misfits,37
Tom,Wilson,7,2,1,1,13,2018-05-16,Richmond Roustabouts,19,Mobile Misfits,37
Dubya,Bush,28,13,0,1,140,2018-05-23,Richmond Roustabouts,8,Boise Bearcats,34
Dubya,Bush,33,16,0,1,155,2018-05-30,Richmond Roustabouts,14,Modesto Misanthropes,6
Dubya,Bush,29,13,0,2,143,2018-06-06,Richmond Roustabouts,18,Fremont Firebugs,10
Dubya,Bush,29,15,0,0,125,2018-06-13,Richmond Roustabouts,6,Montgomery Music,3
Dubya,Bush,26,15,0,2,157,2018-06-20,Richmond Roustabouts,25,Spokane Stallions,30
Zach,Taylor,28,11,0,1,104,2018-03-14,Yonkers Yellowjackets,15,Shreveport Seamen,6
Zach,Taylor,34,18,0,1,160,2018-03-21,Yonkers Yellowjackets,17,San Bernardino Stalkers,30
Zach,Taylor,38,16,0,2,132,2018-03-28,Yonkers Yellowjackets,21,Tacoma Touchdown-Scorers,6
Zach,Taylor,31,17,0,2,178,2018-04-04,Yonkers Yellowjackets,24,Glendale Centers,23
Zach,Taylor,26,12,0,0,110,2018-04-11,Yonkers Yellowjackets,1,Des Moines Desperadoes,10
Sam,Grant,4,2,0,0,31,2018-04-11,Yonkers Yellowjackets,1,Des Moines Desperadoes,10
Zach,Taylor,24,12,0,0,93,2018-04-18,Yonkers Yellowjackets,7,Augusta Autocrats,20
Zach,Taylor,17,8,0,1,82,2018-04-25,Yonkers Yellowjackets,31,Grand Rapids Gamers,16
Sam,Grant,11,8,0,2,108,2018-04-25,Yonkers Yellowjackets,31,Grand Rapids Gamers,16
Zach,Taylor,26,10,0,1,81,2018-05-02,Yonkers Yellowjackets,17,Huntington Beach Harriers,28
Zach,Taylor,36,17,0,1,158,2018-05-09,Yonkers Yellowjackets,19,Mobile Misfits,7
Zach,Taylor,33,18,0,2,186,2018-05-16,Yonkers Yellowjackets,17,Boise Bearcats,38
Zach,Taylor,18,7,0,0,62,2018-05-23,Yonkers Yellowjackets,17,Modesto Misanthropes,37
Sam,Grant,10,7,0,1,104,2018-05-23,Yonkers Yellowjackets,17,Modesto Misanthropes,37
Zach,Taylor,26,14,0,1,153,2018-05-30,Yonkers Yellowjackets,30,Fremont Firebugs,31
Sam,Grant,12,8,0,2,112,2018-05-30,Yonkers Yellowjackets,30,Fremont Firebugs,31
Zach,Taylor,18,10,0,1,78,2018-06-06,Yonkers Yellowjackets,21,Montgomery Music,6
Sam,Grant,10,6,0,1,83,2018-06-06,Yonkers Yellowjackets,21,Montgomery Music,6
Zach,Taylor,26,12,0,1,104,2018-06-13,Yonkers Yellowjackets,11,Spokane Stallions,14
Sam,Grant,1,0,0,0,0,2018-06-13,Yonkers Yellowjackets,11,Spokane Stallions,14
Zach,Taylor,29,14,0,2,149,2018-06-20,Yonkers Yellowjackets,26,Richmond Roustabouts,17
Jimmy,Carter,38,19,0,1,161,2018-03-14,Shreveport Seamen,17,San Bernardino Stalkers,0
Jimmy,Carter,32,16,0,1,141,2018-03-21,Shreveport Seamen,14,Tacoma Touchdown-Scorers,16
Jimmy,Carter,23,12,0,0,112,2018-03-28,Shreveport Seamen,6,Glendale Centers,24
Warren,Harding,3,1,0,0,8,2018-03-28,Shreveport Seamen,6,Glendale Centers,24
Jimmy,Carter,23,12,0,1,109,2018-04-04,Shreveport Seamen,23,Des Moines Desperadoes,44
Warren,Harding,4,2,0,1,21,2018-04-04,Shreveport Seamen,23,Des Moines Desperadoes,44
Jimmy,Carter,34,13,0,1,115,2018-04-11,Shreveport Seamen,16,Augusta Autocrats,6
Warren,Harding,3,1,0,0,10,2018-04-11,Shreveport Seamen,16,Augusta Autocrats,6
Jimmy,Carter,25,13,0,1,130,2018-04-18,Shreveport Seamen,18,Grand Rapids Gamers,6
Jimmy,Carter,22,8,0,0,56,2018-04-25,Shreveport Seamen,14,Huntington Beach Harriers,17
Warren,Harding,14,5,0,1,43,2018-04-25,Shreveport Seamen,14,Huntington Beach Harriers,17
Jimmy,Carter,27,14,0,0,105,2018-05-02,Shreveport Seamen,9,Mobile Misfits,0
Jimmy,Carter,23,10,0,1,90,2018-05-09,Shreveport Seamen,11,Boise Bearcats,17
Warren,Harding,13,7,0,0,71,2018-05-09,Shreveport Seamen,11,Boise Bearcats,17
Jimmy,Carter,31,11,0,1,88,2018-05-16,Shreveport Seamen,10,Modesto Misanthropes,17
Jimmy,Carter,34,18,0,1,156,2018-05-23,Shreveport Seamen,13,Fremont Firebugs,7
Jimmy,Carter,39,20,0,1,155,2018-05-30,Shreveport Seamen,13,Montgomery Music,30
Jimmy,Carter,25,10,0,0,82,2018-06-06,Shreveport Seamen,9,Spokane Stallions,24
Warren,Harding,4,1,0,1,10,2018-06-06,Shreveport Seamen,9,Spokane Stallions,24
Jimmy,Carter,27,11,0,0,78,2018-06-13,Shreveport Seamen,11,Richmond Roustabouts,20
Jimmy,Carter,20,10,0,0,71,2018-06-20,Shreveport Seamen,10,Yonkers Yellowjackets,27
Warren,Harding,5,2,0,1,15,2018-06-20,Shreveport Seamen,10,Yonkers Yellowjackets,27
James,Garfield,32,16,0,3,226,2018-03-14,San Bernardino Stalkers,27,Tacoma Touchdown-Scorers,37
James,Garfield,29,15,0,1,180,2018-03-21,San Bernardino Stalkers,15,Glendale Centers,6
James,Garfield,31,18,0,2,229,2018-03-28,San Bernardino Stalkers,25,Des Moines Desperadoes,13
James,Garfield,29,15,0,1,166,2018-04-04,San Bernardino Stalkers,19,Augusta Autocrats,0
Gerry,Ford,5,1,1,1,6,2018-04-04,San Bernardino Stalkers,19,Augusta Autocrats,0
James,Garfield,25,13,0,1,161,2018-04-11,San Bernardino Stalkers,18,Grand Rapids Gamers,3
James,Garfield,29,16,0,2,206,2018-04-18,San Bernardino Stalkers,26,Huntington Beach Harriers,9
James,Garfield,39,24,0,3,241,2018-04-25,San Bernardino Stalkers,30,Mobile Misfits,31
James,Garfield,38,22,0,3,288,2018-05-02,San Bernardino Stalkers,27,Boise Bearcats,3
James,Garfield,30,19,0,1,194,2018-05-09,San Bernardino Stalkers,18,Modesto Misanthropes,44
James,Garfield,28,18,0,3,223,2018-05-16,San Bernardino Stalkers,26,Fremont Firebugs,9
James,Garfield,27,14,0,1,191,2018-05-23,San Bernardino Stalkers,21,Montgomery Music,10
Gerry,Ford,5,2,1,1,18,2018-05-23,San Bernardino Stalkers,21,Montgomery Music,10
James,Garfield,32,19,0,2,235,2018-05-30,San Bernardino Stalkers,25,Spokane Stallions,44
Gerry,Ford,1,0,1,0,0,2018-05-30,San Bernardino Stalkers,25,Spokane Stallions,44
James,Garfield,26,17,0,3,208,2018-06-06,San Bernardino Stalkers,31,Richmond Roustabouts,44
Gerry,Ford,7,2,1,0,16,2018-06-06,San Bernardino Stalkers,31,Richmond Roustabouts,44
James,Garfield,37,25,0,2,265,2018-06-13,San Bernardino Stalkers,18,Yonkers Yellowjackets,3
James,Garfield,33,22,0,2,232,2018-06-20,San Bernardino Stalkers,23,Shreveport Seamen,38
James,Monroe,36,25,0,6,453,2018-03-14,Tacoma Touchdown-Scorers,42,Glendale Centers,41
William,Harrison,1,0,1,0,0,2018-03-14,Tacoma Touchdown-Scorers,42,Glendale Centers,41
James,Monroe,38,32,0,7,553,2018-03-21,Tacoma Touchdown-Scorers,49,Des Moines Desperadoes,31
James,Monroe,29,23,0,5,383,2018-03-28,Tacoma Touchdown-Scorers,36,Augusta Autocrats,28
James,Monroe,37,31,0,8,561,2018-04-04,Tacoma Touchdown-Scorers,63,Grand Rapids Gamers,17
James,Monroe,39,32,0,7,451,2018-04-11,Tacoma Touchdown-Scorers,53,Huntington Beach Harriers,14
James,Monroe,30,22,0,4,339,2018-04-18,Tacoma Touchdown-Scorers,39,Mobile Misfits,14
James,Monroe,29,24,0,5,373,2018-04-25,Tacoma Touchdown-Scorers,48,Boise Bearcats,9
William,Harrison,6,2,1,1,13,2018-04-25,Tacoma Touchdown-Scorers,48,Boise Bearcats,9
James,Monroe,35,24,0,5,324,2018-05-02,Tacoma Touchdown-Scorers,40,Modesto Misanthropes,7
James,Monroe,28,21,0,5,317,2018-05-09,Tacoma Touchdown-Scorers,42,Fremont Firebugs,10
James,Monroe,25,20,0,4,303,2018-05-16,Tacoma Touchdown-Scorers,37,Montgomery Music,41
William,Harrison,13,3,1,0,15,2018-05-16,Tacoma Touchdown-Scorers,37,Montgomery Music,41
James,Monroe,24,18,0,4,278,2018-05-23,Tacoma Touchdown-Scorers,38,Spokane Stallions,20
James,Monroe,32,26,0,5,385,2018-05-30,Tacoma Touchdown-Scorers,47,Richmond Roustabouts,37
James,Monroe,20,13,0,3,243,2018-06-06,Tacoma Touchdown-Scorers,40,Yonkers Yellowjackets,0
William,Harrison,8,2,1,1,9,2018-06-06,Tacoma Touchdown-Scorers,40,Yonkers Yellowjackets,0
James,Monroe,29,24,0,5,422,2018-06-13,Tacoma Touchdown-Scorers,39,Shreveport Seamen,31
James,Monroe,26,21,0,6,378,2018-06-20,Tacoma Touchdown-Scorers,52,San Bernardino Stalkers,38
William,Harrison,2,0,1,0,0,2018-06-20,Tacoma Touchdown-Scorers,52,San Bernardino Stalkers,38
Franklin,Roosevelt,37,27,0,5,432,2018-03-14,Glendale Centers,40,Des Moines Desperadoes,38
Franklin,Roosevelt,26,19,0,4,277,2018-03-21,Glendale Centers,39,Augusta Autocrats,28
Martin,Van Buren,10,5,0,0,60,2018-03-21,Glendale Centers,39,Augusta Autocrats,28
Franklin,Roosevelt,30,24,0,6,417,2018-03-28,Glendale Centers,43,Grand Rapids Gamers,34
Franklin,Roosevelt,35,29,0,6,445,2018-04-04,Glendale Centers,51,Huntington Beach Harriers,3
Franklin,Roosevelt,26,20,0,3,286,2018-04-11,Glendale Centers,26,Mobile Misfits,0
Franklin,Roosevelt,19,16,0,3,257,2018-04-18,Glendale Centers,28,Boise Bearcats,34
Martin,Van Buren,11,7,0,0,89,2018-04-18,Glendale Centers,28,Boise Bearcats,34
Franklin,Roosevelt,20,16,0,4,242,2018-04-25,Glendale Centers,39,Modesto Misanthropes,0
Martin,Van Buren,8,5,0,0,56,2018-04-25,Glendale Centers,39,Modesto Misanthropes,0
Franklin,Roosevelt,22,15,0,3,222,2018-05-02,Glendale Centers,23,Fremont Firebugs,38
Martin,Van Buren,8,5,0,0,72,2018-05-02,Glendale Centers,23,Fremont Firebugs,38
Franklin,Roosevelt,31,22,0,4,325,2018-05-09,Glendale Centers,36,Montgomery Music,24
Franklin,Roosevelt,27,19,0,4,273,2018-05-16,Glendale Centers,31,Spokane Stallions,7
Franklin,Roosevelt,27,22,0,5,376,2018-05-23,Glendale Centers,42,Richmond Roustabouts,31
Franklin,Roosevelt,31,22,0,4,299,2018-05-30,Glendale Centers,28,Yonkers Yellowjackets,16
Franklin,Roosevelt,20,14,0,3,254,2018-06-06,Glendale Centers,40,Shreveport Seamen,34
Martin,Van Buren,6,4,0,1,50,2018-06-06,Glendale Centers,40,Shreveport Seamen,34
Franklin,Roosevelt,32,24,0,7,453,2018-06-13,Glendale Centers,60,San Bernardino Stalkers,41
Franklin,Roosevelt,27,19,0,4,315,2018-06-20,Glendale Centers,32,Tacoma Touchdown-Scorers,17
John,Tyler,26,9,1,1,58,2018-03-14,Des Moines Desperadoes,7,Augusta Autocrats,9
John,Adams,1,0,1,0,0,2018-03-14,Des Moines Desperadoes,7,Augusta Autocrats,9
John,Tyler,33,13,1,0,80,2018-03-21,Des Moines Desperadoes,2,Grand Rapids Gamers,30
John,Tyler,36,9,1,1,69,2018-03-28,Des Moines Desperadoes,18,Huntington Beach Harriers,0
John,Tyler,33,13,1,1,86,2018-04-04,Des Moines Desperadoes,9,Mobile Misfits,34
John,Adams,3,0,1,0,0,2018-04-04,Des Moines Desperadoes,9,Mobile Misfits,34
John,Tyler,25,11,1,0,60,2018-04-11,Des Moines Desperadoes,2,Boise Bearcats,21
John,Tyler,34,15,1,0,102,2018-04-18,Des Moines Desperadoes,12,Modesto Misanthropes,17
John,Tyler,35,16,1,1,103,2018-04-25,Des Moines Desperadoes,14,Fremont Firebugs,20
John,Tyler,23,10,1,1,55,2018-05-02,Des Moines Desperadoes,25,Montgomery Music,31
John,Adams,8,1,1,1,5,2018-05-02,Des Moines Desperadoes,25,Montgomery Music,31
John,Tyler,25,11,1,1,73,2018-05-09,Des Moines Desperadoes,21,Spokane Stallions,28
John,Adams,9,2,1,1,10,2018-05-09,Des Moines Desperadoes,21,Spokane Stallions,28
John,Tyler,38,14,1,0,107,2018-05-16,Des Moines Desperadoes,11,Richmond Roustabouts,35
John,Tyler,35,14,1,1,107,2018-05-23,Des Moines Desperadoes,14,Yonkers Yellowjackets,35
John,Tyler,34,13,1,1,94,2018-05-30,Des Moines Desperadoes,10,Shreveport Seamen,0
John,Adams,3,0,1,0,0,2018-05-30,Des Moines Desperadoes,10,Shreveport Seamen,0
John,Tyler,33,12,1,1,69,2018-06-06,Des Moines Desperadoes,18,San Bernardino Stalkers,0
John,Tyler,28,9,1,0,49,2018-06-13,Des Moines Desperadoes,11,Tacoma Touchdown-Scorers,28
John,Tyler,16,6,1,1,43,2018-06-20,Des Moines Desperadoes,14,Glendale Centers,14
John,Adams,9,2,1,0,10,2018-06-20,Des Moines Desperadoes,14,Glendale Centers,14
James,Madison,36,22,0,4,275,2018-03-14,Augusta Autocrats,28,Grand Rapids Gamers,10
James,Madison,36,22,0,3,272,2018-03-21,Augusta Autocrats,24,Huntington Beach Harriers,41
James,Madison,25,16,0,2,216,2018-03-28,Augusta Autocrats,31,Mobile Misfits,14
Ben,Harrison,3,1,0,1,10,2018-03-28,Augusta Autocrats,31,Mobile Misfits,14
James,Madison,38,24,0,4,376,2018-04-04,Augusta Autocrats,29,Boise Bearcats,17
James,Madison,21,13,0,2,201,2018-04-11,Augusta Autocrats,23,Modesto Misanthropes,27
Ben,Harrison,8,3,0,0,36,2018-04-11,Augusta Autocrats,23,Modesto Misanthropes,27
James,Madison,32,19,0,3,318,2018-04-18,Augusta Autocrats,30,Fremont Firebugs,14
James,Madison,36,27,0,5,352,2018-04-25,Augusta Autocrats,40,Montgomery Music,17
James,Madison,22,13,0,3,188,2018-05-02,Augusta Autocrats,30,Spokane Stallions,20
Ben,Harrison,4,2,0,1,25,2018-05-02,Augusta Autocrats,30,Spokane Stallions,20
James,Madison,34,21,0,3,309,2018-05-09,Augusta Autocrats,28,Richmond Roustabouts,13
James,Madison,25,15,0,3,226,2018-05-16,Augusta Autocrats,30,Yonkers Yellowjackets,13
James,Madison,32,24,0,4,357,2018-05-23,Augusta Autocrats,35,Shreveport Seamen,17
James,Madison,25,15,0,2,208,2018-05-30,Augusta Autocrats,21,San Bernardino Stalkers,41
Ben,Harrison,3,1,0,0,12,2018-05-30,Augusta Autocrats,21,San Bernardino Stalkers,41
James,Madison,27,21,0,3,320,2018-06-06,Augusta Autocrats,23,Tacoma Touchdown-Scorers,41
James,Madison,26,17,0,3,221,2018-06-13,Augusta Autocrats,25,Glendale Centers,27
James,Madison,28,18,0,4,283,2018-06-20,Augusta Autocrats,34,Des Moines Desperadoes,3
Ben,Harrison,6,3,0,0,36,2018-06-20,Augusta Autocrats,34,Des Moines Desperadoes,3
Bill,Clinton,24,12,0,1,104,2018-03-14,Grand Rapids Gamers,11,Huntington Beach Harriers,24
Bill,Clinton,29,14,0,2,150,2018-03-21,Grand Rapids Gamers,22,Mobile Misfits,3
Bill,Clinton,19,8,0,0,75,2018-03-28,Grand Rapids Gamers,4,Boise Bearcats,34
George,Washington,6,3,0,0,38,2018-03-28,Grand Rapids Gamers,4,Boise Bearcats,34
Bill,Clinton,38,14,0,2,130,2018-04-04,Grand Rapids Gamers,24,Modesto Misanthropes,14
Bill,Clinton,28,10,0,0,101,2018-04-11,Grand Rapids Gamers,1,Fremont Firebugs,6
Bill,Clinton,30,15,0,2,139,2018-04-18,Grand Rapids Gamers,20,Montgomery Music,13
Bill,Clinton,30,17,0,2,129,2018-04-25,Grand Rapids Gamers,22,Spokane Stallions,38
George,Washington,8,4,0,0,48,2018-04-25,Grand Rapids Gamers,22,Spokane Stallions,38
Bill,Clinton,23,9,0,1,96,2018-05-02,Grand Rapids Gamers,11,Richmond Roustabouts,14
George,Washington,2,1,0,0,14,2018-05-02,Grand Rapids Gamers,11,Richmond Roustabouts,14
Bill,Clinton,25,13,0,1,130,2018-05-09,Grand Rapids Gamers,12,Yonkers Yellowjackets,37
Bill,Clinton,34,17,0,2,176,2018-05-16,Grand Rapids Gamers,25,Shreveport Seamen,41
Bill,Clinton,37,21,0,1,185,2018-05-23,Grand Rapids Gamers,10,San Bernardino Stalkers,3
Bill,Clinton,33,14,0,1,131,2018-05-30,Grand Rapids Gamers,18,Tacoma Touchdown-Scorers,31
George,Washington,2,1,0,0,11,2018-05-30,Grand Rapids Gamers,18,Tacoma Touchdown-Scorers,31
Bill,Clinton,30,13,0,0,104,2018-06-06,Grand Rapids Gamers,10,Glendale Centers,16
Bill,Clinton,37,15,0,2,154,2018-06-13,Grand Rapids Gamers,23,Des Moines Desperadoes,6
Bill,Clinton,39,19,0,1,183,2018-06-20,Grand Rapids Gamers,7,Augusta Autocrats,31
Harry,Truman,34,24,0,6,373,2018-03-14,Huntington Beach Harriers,54,Mobile Misfits,10
Harry,Truman,27,23,0,5,397,2018-03-21,Huntington Beach Harriers,43,Boise Bearcats,30
Harry,Truman,34,22,0,5,318,2018-03-28,Huntington Beach Harriers,38,Modesto Misanthropes,30
Harry,Truman,24,16,0,2,216,2018-04-04,Huntington Beach Harriers,22,Fremont Firebugs,16
Teddy,Roosevelt,5,3,0,0,33,2018-04-04,Huntington Beach Harriers,22,Fremont Firebugs,16
Harry,Truman,25,21,0,5,359,2018-04-11,Huntington Beach Harriers,35,Montgomery Music,23
Teddy,Roosevelt,5,2,0,0,23,2018-04-11,Huntington Beach Harriers,35,Montgomery Music,23
Harry,Truman,29,21,0,5,384,2018-04-18,Huntington Beach Harriers,46,Spokane Stallions,7
Harry,Truman,19,16,0,4,264,2018-04-25,Huntington Beach Harriers,40,Richmond Roustabouts,41
Teddy,Roosevelt,9,4,0,1,51,2018-04-25,Huntington Beach Harriers,40,Richmond Roustabouts,41
Harry,Truman,24,19,0,4,278,2018-05-02,Huntington Beach Harriers,30,Yonkers Yellowjackets,16
Teddy,Roosevelt,11,6,0,0,72,2018-05-02,Huntington Beach Harriers,30,Yonkers Yellowjackets,16
Harry,Truman,33,23,0,4,314,2018-05-09,Huntington Beach Harriers,39,Shreveport Seamen,31
Harry,Truman,29,22,0,5,406,2018-05-16,Huntington Beach Harriers,49,San Bernardino Stalkers,16
Teddy,Roosevelt,6,3,0,1,32,2018-05-16,Huntington Beach Harriers,49,San Bernardino Stalkers,16
Harry,Truman,29,22,0,5,388,2018-05-23,Huntington Beach Harriers,40,Tacoma Touchdown-Scorers,41
Harry,Truman,35,24,0,4,345,2018-05-30,Huntington Beach Harriers,32,Glendale Centers,16
Harry,Truman,26,22,0,4,348,2018-06-06,Huntington Beach Harriers,41,Des Moines Desperadoes,14
Teddy,Roosevelt,5,2,0,1,21,2018-06-06,Huntington Beach Harriers,41,Des Moines Desperadoes,14
Harry,Truman,28,19,0,4,303,2018-06-13,Huntington Beach Harriers,38,Augusta Autocrats,34
Harry,Truman,35,23,0,5,385,2018-06-20,Huntington Beach Harriers,39,Grand Rapids Gamers,16
Millard,Fillmore,21,17,0,4,290,2018-03-14,Mobile Misfits,42,Boise Bearcats,24
Jim,Buchanan,6,3,0,1,36,2018-03-14,Mobile Misfits,42,Boise Bearcats,24
Millard,Fillmore,26,18,0,5,310,2018-03-21,Mobile Misfits,45,Modesto Misanthropes,27
Millard,Fillmore,22,19,0,4,293,2018-03-28,Mobile Misfits,36,Fremont Firebugs,0
Jim,Buchanan,3,2,0,1,30,2018-03-28,Mobile Misfits,36,Fremont Firebugs,0
Millard,Fillmore,39,33,0,9,626,2018-04-04,Mobile Misfits,68,Montgomery Music,17
